item_id	category	r_complement	r_substitute
3802	38	[3235, 8426, 2903, 6493, 7580, 730, 180, 5226, 6780, 8207, 5315, 6689, 1230, 4283, 6455, 2531, 6591, 2901, 734, 1995, 7801, 1229, 8330, 6539, 4967, 4296, 4834, 6652, 194, 711, 3084, 720, 8018, 2382, 1688, 6454, 3762, 6560, 7701, 4444, 7959, 8285, 7440, 4756, 6744, 7757, 6045, 4171, 2397]	[6745, 7463, 8413, 8426, 4936, 6988, 6704, 5162, 5687, 5434, 8326, 7580, 6744, 2901, 7801, 5226, 6608, 2397]
3803	0	[5764, 6590, 5709, 6740, 1216, 7957, 7956, 2408, 6582, 6043, 5120, 5306, 7287, 2886, 8107, 2088, 2708, 5860, 5553, 7737, 6580, 1699, 5304, 1607, 7946, 4757, 4239, 6078, 7632, 7374, 5631, 7263, 1688, 3961, 3960, 6215, 7676, 4158, 7326, 3551]	[6740, 7957, 5120, 5306, 6239, 8107, 5860, 7946, 4239, 6078, 7263, 2087, 3960, 3776, 2922, 3777, 3496, 4028, 3551]
3804	0	[7963, 4953, 4982, 271, 6530, 7768, 3506, 5388, 6369, 5133, 3770, 3668, 5717, 6137, 6427, 6617, 6587, 6588, 4320, 6841, 3622, 8023, 3902, 6064, 403, 6675, 1277, 2847, 2880, 3717, 5702, 8372, 4022, 5576, 4312, 2060, 7077, 1943, 7374, 6681, 5138, 4169, 5788, 7312]	[219, 271, 4984, 6530, 1007, 6137, 6427, 4922, 6617, 6841, 3622, 6064, 1277, 4195, 4022, 5261, 6681, 3353, 7041, 5604]
3805	0	[4682, 5156, 8356, 8002, 2722, 4093, 5306, 6256, 488, 4168, 1883, 1632, 2721, 1681, 7666, 7801, 5773, 4031, 6258, 2720, 4845, 7146, 3899, 8105, 6982, 7941]	[7350, 7731]
3807	0	[5086, 6006, 3798, 5156, 3810, 3808, 3972, 288, 3806, 8357, 508, 4168, 5922, 4227, 7604, 7551, 5324, 1681, 6154, 7666, 2641, 1990, 3809, 5923, 8025, 499, 7506, 1011, 5510, 5356, 3603, 7446, 7507, 5342, 5291, 2763, 5297]	[7507, 3806, 5342, 3798, 8357, 3809, 5294, 3810, 5354, 3808, 7666, 5297, 5356, 288]
3806	0	[5370, 3798, 5156, 3810, 6656, 2924, 3808, 3972, 5547, 8086, 288, 3023, 1747, 6738, 3763, 508, 5347, 5103, 7295, 3384, 4227, 7033, 1681, 5324, 7666, 4323, 5649, 3809, 492, 1619, 7506, 5354, 2605, 5968, 5356, 3899, 7507, 5682, 834, 5342, 1746, 6084, 6176, 4452, 5350, 1393]	[4094, 3798, 6061, 3810, 3808, 2924, 288, 6256, 8357, 4027, 6877, 8158, 7604, 1681, 7666, 8346, 3809, 3819, 8195, 7835, 5968, 7446, 6173, 5297]
3808	0	[3798, 4662, 1245, 5388, 3810, 6790, 3972, 5547, 4093, 3806, 6738, 8136, 1747, 508, 5347, 1681, 7666, 5649, 2761, 3809, 1619, 7146, 5354, 5356, 5351, 5016, 5291, 1746, 6084, 5350]	[3806, 3798, 8357, 3809, 5426, 5294, 3810, 1681, 5354, 7666, 5297, 5350]
3809	0	[900, 3798, 5156, 3810, 3808, 3806, 1747, 6738, 4027, 1681, 7666, 2761, 569, 1619, 1317, 1219, 5968, 5356, 3899, 7507, 5351, 1746, 4452, 1393]	[3806, 8357, 3810, 3808, 7666]
3810	0	[6006, 470, 5156, 3798, 3808, 3806, 1747, 6738, 8324, 508, 5347, 5103, 6317, 1681, 5596, 7666, 5155, 3809, 1619, 569, 7506, 5354, 1219, 5356, 5351, 5016, 5291, 1746, 2763]	[7507, 3806, 8357, 3809, 5294, 3808, 7666, 5297, 6023]
3811	0	[7975, 4594, 2719, 5207, 2237, 8350]	[7975, 4594, 2719, 7271, 5207, 2237]
3812	0	[4717, 7295, 3813, 6391, 4715, 7779, 2797]	[4717, 2082, 1828, 1829, 4711, 8054, 4715, 3304, 7972, 3813, 4753]
3813	0	[5824, 6415, 6202, 7628, 2063, 3812, 1594, 5768, 3575, 965]	[3671, 3812, 6979]
3814	0	[3549, 3544, 5484, 3815]	[3544, 8165, 3815, 2210, 3549, 5484, 6995, 8330]
3815	0	[3544, 3814, 4021, 2363, 669, 1230, 2210, 3549, 10, 7801, 5484, 1617, 8338, 6045, 384, 6995, 3084, 8330]	[3544, 3814, 1914, 8165, 2210, 10, 3549, 5484, 6995, 5811, 384, 2363, 3934]
3818	0	[809, 4267, 225, 3821, 3825, 1864, 6672, 3820, 3073, 5204, 3879, 8264, 3823, 3817, 1907, 6168, 3824, 3819, 3881, 1231, 2382, 4576, 6688, 5016, 4384, 3816, 7774, 3822, 5840, 621]	[3816, 4576, 3824, 3819, 3822, 3879, 3821, 3825, 3823, 3881, 3817, 3820]
3817	0	[4059, 4598, 3821, 5175, 3825, 7821, 1864, 787, 6308, 6672, 3820, 3818, 7615, 488, 3879, 2384, 65, 1392, 3823, 2380, 5763, 3824, 3819, 2855, 4125, 1385, 8197, 4215, 3881, 1091, 2382, 3816, 5016, 6173, 3822, 5840, 1384, 5604, 1893]	[3816, 3818, 3824, 3819, 3822, 3879, 3821, 3825, 7551, 7232, 3823, 3881, 3820, 7193]
3816	0	[3821, 4274, 3825, 5415, 3818, 3879, 2384, 1392, 3823, 3817, 3824, 3819, 4215, 3881, 2382, 6173, 6238, 3822, 1384]	[3818, 6173, 3819, 6061, 3821, 6060, 3825, 3879, 3822, 4913, 3823, 3881, 3817]
3819	0	[2391, 6061, 3821, 3825, 6041, 6672, 3820, 3818, 8087, 6256, 3879, 4913, 1955, 3823, 3817, 3824, 7198, 6433, 1416, 3881, 3816, 6173, 3822]	[3816, 3818, 6173, 6061, 3821, 3825, 6060, 3822, 4913, 3823, 3817]
3825	0	[3816, 4967, 3818, 6173, 4694, 3819, 3822, 3879, 3821, 3823, 3817, 370, 4622]	[3816, 3818, 6173, 3819, 3822, 3821, 3879, 3823, 3881, 3817, 3820]
3822	0	[2391, 5412, 4598, 3821, 3825, 1864, 6725, 2779, 1096, 3820, 3818, 6164, 3879, 2384, 1816, 1392, 3823, 3580, 4587, 3817, 3877, 5577, 3824, 3819, 5576, 703, 5583, 3881, 4673, 1091, 2382, 6095, 3816, 5016, 1895, 4242, 6238, 7161, 7774, 5840, 5604, 5090]	[3816, 3818, 3824, 3819, 3879, 3821, 3825, 7033, 5522, 3823, 3881, 3817, 6023, 3820]
3820	0	[3818, 3819, 3822, 3879, 3821, 6148, 3823, 2784, 3817]	[3816, 3818, 2139, 3824, 3819, 3822, 3821, 4172, 3825, 3879, 1417, 1388, 3823, 7255, 3817, 4019]
3824	0	[2386, 3798, 3821, 4327, 1096, 3587, 3818, 1274, 5218, 3879, 65, 3823, 1884, 3817, 3877, 2663, 569, 3819, 5576, 7690, 4845, 1233, 3881, 3816, 5016, 2041, 7161, 3822, 5840, 2396, 5604, 5989]	[3816, 3818, 7556, 2139, 3819, 7690, 3879, 3821, 3822, 3823, 3817, 3820]
3821	0	[2386, 4059, 3825, 4248, 12, 6528, 6672, 3820, 5415, 3818, 1889, 488, 3879, 1412, 349, 8115, 3823, 3580, 1998, 635, 2456, 3817, 4916, 4042, 3824, 3819, 2855, 7836, 4125, 1181, 922, 6531, 2382, 3816, 6506, 4121, 4242, 3822, 5840, 6494, 7757, 2396, 5604, 7875]	[3816, 3818, 3824, 3819, 3822, 3879, 3825, 3823, 3817, 3820, 5340]
3823	0	[4059, 3821, 3825, 3248, 1096, 3820, 3818, 7908, 3879, 7033, 7834, 1457, 3608, 635, 3817, 4128, 4916, 7731, 3824, 3819, 922, 3690, 5610, 2335, 3881, 1091, 3645, 3816, 5016, 3284, 6173, 4846, 4242, 3822, 145, 1099, 5041, 2488, 6959, 5604, 7875, 1393]	[3816, 3818, 3824, 1091, 3819, 3822, 3821, 3825, 3879, 3881, 3817, 1096, 3820, 3645]
3830	0	[3829, 3827, 4256, 2889, 7351, 3834, 3828, 3853]	[3827, 4256, 2889, 3834, 3828]
3829	0	[3827, 6383, 4386, 6311, 6008, 4256, 2889, 7351, 5220, 3834, 6030, 5235, 3828, 3852, 3833]	[5857, 4927, 5009, 6311, 6933, 6008, 7735, 7184, 7351, 7726, 6030, 8351, 5235, 3828, 3833, 4928]
3827	0	[3829, 3830, 4386, 6383, 4256, 2890, 2889, 7351, 3834, 3828, 3833, 3853]	[3830, 7717, 4386, 4256, 7520, 2889, 7351, 7184, 3834, 4381, 8443, 3828, 7482, 3853]
3826	0	[2224, 391, 3827, 3830, 8335, 4256, 2889, 3834, 3828]	[2224, 391, 3827, 8335, 7351, 3834, 3828]
3835	0	[4239, 6215, 2575]	[]
3832	0	[6745, 1247, 1274, 2356, 6513, 5773, 4917, 7559, 3949, 5434, 6593, 2901, 3084, 7801, 4972]	[6423, 8280, 5434, 7770, 5872, 4283, 3929, 734, 4967, 6745, 181, 5731, 1178, 737, 711, 4972, 3949, 7911, 1389, 6744, 2397]
3831	0	[2367, 5150, 8042, 6865, 4341, 5719, 5204, 7850, 1278, 1390, 2750, 7876, 1104, 6873, 7005, 834, 6795, 1303, 4705, 4983, 5632, 5065, 8009, 1354]	[5719, 5047, 1120, 1317, 5744, 8396, 4708, 7180, 1104, 5065, 5150, 5131, 7799, 1278, 7005, 5632, 8042, 8009]
3834	0	[3829, 3827, 3830, 4386, 6383, 4256, 2890, 2889, 7351, 3828, 7482, 3833, 3853]	[2224, 3829, 3827, 3830, 6383, 4386, 8335, 4256, 2890, 2889, 7351, 3828, 7482, 3853]
3837	0	[702, 434, 3738, 5561, 5515, 2391, 7990, 1864, 3965, 747, 12, 5228, 7124, 6528, 732, 2779, 3096, 3745, 5920, 3774, 6476, 6432, 6941, 727, 3631, 2384, 5325, 6490, 6455, 6005, 4150, 5604, 4162, 3608, 710, 4916, 4755, 6436, 5015, 703, 3690, 6439, 6433, 4732, 6431, 5514, 2382, 2226, 6683, 704, 6095, 5230, 322, 6496, 6506, 3429, 7161, 5921, 4393, 6503, 7701, 4242, 6460, 2435, 6554, 2395, 6494, 6495, 6468, 2566, 6965]	[747, 7124, 1757, 2779, 4989, 716, 6990, 3774, 6941, 4243, 3929, 2337, 3189, 140, 6436, 5015, 4493, 6433, 8050, 4242, 3045, 6561, 767, 6965]
3833	0	[3829, 3827, 6411, 6383, 5009, 4386, 4256, 2889, 7351, 3834, 3828, 3852, 3853]	[3829, 4386, 5009, 3664, 6933, 5374, 7481, 7351, 1634, 6411]
3836	0	[468, 6498, 2522, 3972, 2297, 8115, 1856, 3580, 615, 3358, 4128, 569, 5576, 7089, 499, 5583, 831, 4238, 2382, 6095, 1895, 6031, 2375, 2435, 2396, 1893]	[2276, 6944, 1173, 5773, 5060, 6188, 6137, 1779, 5135]
3840	0	[2003]	[3033]
3839	0	[3742, 3686, 2394, 6241, 1082, 4059, 3192, 7265, 2639, 2399, 6256, 1883, 6239, 3608, 4128, 8330, 848, 7541, 7198, 1419, 3690, 8041, 5259, 7007, 2382, 3191, 7534, 7318, 367, 3223, 6506, 6930, 4501, 854, 2395, 6494, 4756, 860, 4118, 7757, 1904, 7836, 3649, 7631]	[458, 3192, 1813, 2223, 1883, 5064, 2869, 6919, 7541, 4127, 7549, 8041, 7007, 7000, 7534, 367, 4501, 854, 6633, 2395, 4118, 1904]
3828	0	[3829, 3827, 3830, 8296, 6383, 4386, 4256, 5622, 7184, 2889, 7351, 3834, 3852, 3833, 7735, 3853]	[3829, 3827, 3830, 8335, 4256, 7184, 2889, 7351, 3834, 7735, 3853]
3838	0	[740, 6456, 809, 6447, 7745, 3266, 6483, 3965, 730, 6725, 6726, 6499, 2408, 180, 6478, 5920, 3968, 5910, 6476, 6482, 1729, 5060, 6458, 1412, 762, 6723, 4964, 4105, 773, 3966, 6479, 6480, 3967, 808, 6477, 5684, 6502, 742, 703, 6435, 720, 8050, 1737, 6508, 753, 6980, 2295, 4178, 4444, 4423, 6481, 6441, 6494, 6437, 1730, 6227, 6495, 55, 6225, 5225, 4756, 5793]	[6508, 814, 6780, 3968, 5910, 7745, 5793, 134, 6723, 730, 7221, 180, 6479]
3841	0	[7744, 3235, 7206, 6740, 2467, 5226, 8127, 2801, 4563, 2799, 4838, 2387, 6990, 2675, 3843, 5916, 1417, 2421, 5325, 6455, 2531, 717, 2456, 140, 4066, 4587, 8330, 3842, 4834, 8052, 6652, 4240, 5621, 6489, 1865, 3690, 711, 1416, 6101, 720, 2051, 3603, 1688, 2226, 3609, 322, 7701, 4444, 3776, 8345, 3088, 7757, 7089, 4028, 7631]	[7206, 5483, 1666, 3843, 65, 2421, 5063, 2456, 3842, 8052, 7654, 3050, 2052, 2335, 2051, 7349, 3603, 5737, 2041, 5736, 2435, 6721, 3088]
3842	0	[772, 3235, 3612, 2391, 7206, 6344, 4391, 730, 5226, 8127, 2801, 8087, 4109, 2675, 3843, 8398, 3841, 65, 5057, 5325, 2421, 2969, 8107, 7801, 3608, 2456, 2348, 8330, 1516, 4916, 5763, 6652, 1517, 4127, 5621, 3917, 1416, 6101, 2335, 3603, 2041, 5736, 3822, 3776, 3088, 7757, 6045, 7631]	[7206, 5483, 4391, 1666, 5962, 5738, 3843, 65, 3841, 2421, 5063, 2456, 2348, 8052, 7654, 2335, 2051, 7349, 3603, 2041, 5736, 269, 2435, 6721, 3088]
3843	0	[772, 3235, 7206, 5962, 8138, 8127, 5409, 3841, 65, 2421, 5063, 7766, 2456, 1229, 2348, 8330, 3842, 4916, 7655, 3917, 5621, 3084, 1416, 2335, 2051, 6661, 8285, 3088]	[2041, 8052, 7206, 65, 3841, 2421, 2456, 2051, 3603, 3842]
3844	0	[4594, 6648, 5536, 3720, 4239, 3718]	[7975, 3718, 4594, 4786, 5536, 2237, 3720, 138]
3845	0	[6211, 5561, 4603, 6342, 7623]	[6211, 4603, 6342]
3846	0	[2708, 2213, 3867, 2997, 7505, 5041, 1277, 5926, 3577, 7888, 5721, 3576, 5734]	[7480, 7351, 5926, 4293, 3577, 3576, 2213]
3847	0	[5256, 3404, 6159]	[5256, 3907, 1985, 8313, 74, 3401, 3404, 6159, 7326]
3848	0	[2072, 7418, 1434, 5982, 1137, 1593, 1639, 1669, 1322, 1318, 1323, 1700, 1321, 5981, 1691, 803, 1595, 3865, 1320, 6606, 320, 6363, 2114, 5477, 6415, 3035, 2451, 1594, 2410, 1029, 1727, 138, 1707, 3644, 3493, 1775, 6364, 137]	[2072, 3644, 1434, 3865, 1137, 1639, 6364, 8177, 460, 320, 1700]
3850	0	[6844, 4525, 7235, 5547, 4093, 5548, 6972, 7604, 6834, 6847, 3979, 4954, 5122, 3562, 591, 1131, 5566, 3013, 5538, 6550, 6100, 8084, 5734]	[4094, 4027, 1131, 4917, 8164, 5538, 3972, 5734]
3849	0	[6081, 2935, 3314, 7396, 4929, 6015, 5119, 4593, 5235, 5006, 4380, 5149, 6008, 8433, 5849, 6412, 5857, 5513, 8144, 7210, 5374, 8431, 4928]	[4929, 5857, 5119, 6081, 6412, 5854, 5149, 7210, 5374, 6933, 8366, 8431, 5849, 7209, 4380, 4928]
3852	0	[3829, 4386, 4256, 2890, 7351, 3828, 3853]	[3829, 5854, 4386, 4256, 6933, 7878, 7481, 7520, 7351, 3072, 7629, 8431, 4380, 4928, 3853]
3851	0	[5764, 4775, 5306, 745, 6749, 7956, 720, 5649, 3750]	[6749]
3855	0	[6622, 1625, 1523, 3272, 5412, 6493, 1116, 6166, 4057, 1246, 2024, 6571, 3590, 8338, 1598, 5382, 3585, 5867, 8158, 8210, 6912, 1215, 7478, 4755, 6556, 6594, 5683, 5358, 1626, 1110, 712, 735, 3667, 9, 5403, 6054, 7989, 1287, 6012, 6911, 923, 504, 949, 2811, 6620, 8142, 8284, 4408]	[1215, 2867, 1625, 964, 1523, 9, 3272, 2203, 6012, 923, 4973, 2404, 4502, 1626, 1598, 5299]
3856	0	[4182, 6287, 6359, 1974, 7274, 8036, 4736, 5175, 934, 787, 1638, 6308, 4216, 7312, 6286, 4608, 1566, 1205, 6004, 1274, 1749, 7662, 6419, 3337, 1212, 5961, 8214, 6070, 3817, 1280, 1208, 2846, 4215, 5140, 1670, 5588, 2565, 8037, 1209, 6358, 2626, 5032, 793, 6957, 5598, 3502, 931, 7094, 8038, 5840, 5699, 1683, 6853, 1893]	[4182, 6359, 1974, 7274, 3726, 5175, 787, 6308, 4689, 1566, 1205, 1749, 5961, 8214, 790, 4215, 1670, 6358, 2626, 6957, 793, 3502, 2071, 5176, 6004, 6070]
3864	0	[6970, 6833, 3872, 3868, 7047, 6846, 5133, 6969, 7235, 5135, 3862, 7295, 8205, 3860, 8011, 2839, 339, 3871, 3861, 591, 3863, 6849, 3157, 4070, 3869, 6873, 3159, 2040, 3858, 6874, 7630, 6842, 5136, 3870, 5440, 6599]	[6970, 6928, 3868, 3872, 6969, 3379, 7235, 3862, 3860, 8011, 615, 3871, 3861, 3863, 4070, 3869, 1949, 2427, 1231, 2040, 3858, 3870]
3853	0	[3827, 3830, 4386, 6383, 4256, 2890, 7481, 2889, 7351, 3834, 3828, 3852]	[6383, 4256, 8222, 2890, 2889, 7351, 7748, 3852, 3081]
3858	0	[6970, 7042, 7544, 3872, 3868, 2430, 6530, 5133, 6969, 4922, 7235, 5547, 3862, 7295, 3864, 3860, 8011, 3871, 7741, 3861, 591, 6849, 4070, 5566, 3869, 6873, 3159, 3978, 5588, 1949, 2040, 5138, 4086, 861, 5705, 7543, 5676, 4983, 3870, 5440, 7177, 7041, 4060, 5734]	[6970, 6928, 3868, 3872, 7544, 7477, 6969, 3379, 3859, 3862, 7542, 3864, 3860, 4425, 615, 3871, 3861, 3863, 4070, 3869, 2427, 1231, 3013, 2040, 7543, 3870, 7177, 616]
3863	0	[6970, 3868, 3872, 7047, 7072, 6969, 3379, 7235, 3862, 7295, 8357, 7505, 3864, 8205, 3860, 7551, 3871, 8372, 3861, 591, 6849, 8374, 3869, 5304, 6873, 3159, 5588, 3867, 3870, 2982, 6023, 7193]	[6970, 6928, 3868, 3872, 6969, 3379, 3862, 3864, 3860, 615, 3871, 3861, 6849, 4070, 3869, 1231, 2040, 617, 3858, 3870]
3857	0	[7047, 4478, 7235, 3171, 6865, 3060, 8205, 4476, 6830, 3067, 7345, 4479, 6849, 5439, 3169, 5543, 5712, 3867, 4474, 4472]	[3036, 938, 8272, 8009, 3061, 3863, 4474, 8205, 868, 2746, 7078, 7180, 7306, 2771, 3067, 3867, 6865]
3859	0	[3861, 6970, 3858, 3868, 3870, 6969, 3379, 3871]	[6970, 6928, 3868, 3872, 7768, 6969, 3379, 3862, 7542, 3864, 3860, 3067, 3871, 3861, 3863, 4070, 3869, 2040, 3858, 3870]
3861	0	[6970, 5086, 4982, 3868, 3872, 7047, 1533, 7768, 6846, 5133, 3721, 3379, 6427, 5547, 3862, 6107, 7295, 3705, 3864, 8205, 1169, 3860, 7604, 1277, 7232, 3871, 8372, 6849, 8296, 1426, 4070, 3869, 7374, 2040, 5138, 3858, 4086, 7630, 5705, 3870, 7041, 845]	[6970, 6928, 3868, 3872, 1246, 6969, 3379, 3859, 3862, 7542, 3864, 3860, 4425, 4773, 615, 3067, 3871, 3863, 4070, 3869, 1231, 2040, 3858, 7630, 7543, 3870, 616, 4756]
3862	0	[4094, 6970, 4309, 6928, 3868, 3872, 7047, 6969, 3721, 5231, 1124, 3379, 5594, 1951, 6043, 5120, 4027, 3864, 3860, 6541, 7604, 1277, 5062, 7627, 3871, 3861, 3863, 6849, 3157, 4917, 4070, 5543, 3172, 1949, 2040, 5239, 1324, 3858, 5734, 861, 3870, 7326, 1748]	[1582, 6970, 625, 6928, 3868, 3872, 2430, 6969, 3379, 3859, 3864, 3860, 6455, 4773, 615, 3871, 3861, 3863, 4070, 3869, 1231, 2040, 3858, 2357, 3870, 616]
3860	0	[4094, 6970, 6928, 3868, 3872, 7047, 533, 5133, 3379, 4981, 7235, 5547, 5544, 3862, 3864, 8205, 4476, 7604, 8011, 8372, 4299, 3861, 591, 3863, 6849, 5539, 1990, 1131, 3953, 1573, 4070, 3869, 3172, 1949, 1223, 2040, 3867, 1688, 5442, 3858, 861, 7630, 5676, 3870, 6836]	[6970, 625, 6928, 3868, 3872, 1243, 1246, 6969, 3379, 3859, 3862, 3864, 4425, 4773, 615, 3871, 3861, 3863, 4070, 3869, 2427, 1231, 2040, 3858, 3870, 616]
3854	0	[3513, 4697, 6955, 6274, 460, 3556, 5720, 7759, 1506]	[135, 6955, 6274, 3556, 1506]
3873	0	[5577, 6244, 3965, 3874, 1893]	[3604, 4462]
3869	0	[6970, 6833, 3872, 3868, 5133, 3972, 3379, 7235, 5547, 3864, 3860, 7604, 1681, 8011, 3871, 3861, 591, 6849, 3157, 1573, 499, 3159, 1219, 7446, 5442, 5138, 3858, 6874, 6845, 5705, 5676, 3870, 5440]	[6970, 6928, 3868, 3872, 3379, 3859, 3862, 3864, 3860, 3871, 3861, 3863, 6849, 7559, 4070, 2040, 3858, 6987, 3870]
3867	0	[219, 4984, 6833, 7047, 7768, 3972, 3522, 7235, 5547, 250, 5306, 8205, 4476, 3860, 1681, 8011, 3062, 3067, 8272, 6849, 3157, 6848, 499, 4957, 5543, 3159, 3389, 496, 5676, 6987, 3870, 5440]	[219, 6833, 3522, 7235, 3036, 8205, 6541, 4476, 8011, 3887, 3067, 4299, 8272, 6849, 6855, 3157, 3169, 5543, 3159, 4474, 7630, 5676, 5440]
3868	0	[6970, 6833, 3872, 7047, 7768, 534, 5133, 6969, 3379, 3859, 4922, 7235, 5547, 3862, 7295, 2926, 7578, 3864, 3860, 7604, 8011, 2839, 3067, 3871, 8372, 3861, 591, 6849, 5539, 6855, 1573, 6848, 3869, 3172, 4920, 2040, 3858, 6842, 5676, 3870, 845]	[6970, 6928, 3872, 4427, 6969, 3379, 3859, 3862, 3864, 3860, 8011, 615, 635, 3871, 3861, 3863, 4070, 3869, 3013, 1231, 2040, 617, 3858, 5676, 3870, 3265]
3865	0	[2072, 1434, 5982, 1137, 1593, 1639, 1322, 5720, 1323, 1700, 5981, 1321, 1691, 1595, 3036, 3848, 8177, 460, 6606, 320, 6363, 2114, 5477, 6415, 3035, 1985, 782, 1594, 1029, 1984, 1727, 138, 1707, 2331, 3644, 1775, 6364]	[2072, 67, 1434, 1137, 1593, 1639, 1726, 1691, 3848, 8177, 460, 320, 3584, 1594, 2565, 586, 138, 2331, 3644, 7323, 6364, 5935]
3866	0	[6928, 4982, 6833, 7047, 7768, 4478, 5133, 3972, 5547, 7235, 3862, 3622, 1681, 4644, 8011, 422, 3062, 3067, 6849, 6855, 3157, 499, 5543, 3159, 3172, 3867, 5138, 7630, 5136, 6987, 3870, 5440, 7041]	[6833, 2165, 7235, 4404, 5730, 8205, 4644, 8011, 3067, 4299, 6849, 6855, 3157, 4906, 5439, 5543, 6832, 3867, 5442, 7630, 5676, 5440, 6831]
3871	0	[6970, 3868, 3872, 6969, 341, 3859, 7235, 3862, 7295, 3864, 3860, 8011, 3861, 6849, 5773, 5439, 4070, 6843, 3869, 2040, 7385, 3858, 7630, 3870, 5440]	[6970, 3861, 3863, 3858, 3868, 3872, 3864, 3860, 4070, 6969, 3870, 3379, 3859, 2040, 3862]
3875	0	[3681, 7914, 4059, 6964, 4248, 3972, 3974, 1096, 508, 3417, 1729, 6429, 1873, 3580, 905, 5095, 1379, 621, 3877, 2556, 5577, 3931, 569, 1548, 5576, 499, 5583, 3690, 4706, 640, 4673, 1606, 3130, 5016, 5403, 6084, 7774, 544, 907, 3448, 7089, 5604, 3649, 4200]	[3877, 5086, 2107, 2297, 508, 1573, 4708, 3690, 6176, 5131, 1552, 3972, 5095, 6100, 4060, 7446, 1993]
3870	0	[5267, 6970, 6928, 6833, 3872, 3868, 7047, 7768, 5540, 3721, 3379, 7235, 5547, 3862, 2926, 3864, 6541, 7604, 8011, 7666, 3871, 4281, 3861, 591, 6849, 3863, 5539, 3157, 8259, 4957, 4481, 4920, 2565, 7695, 2040, 3867, 5138, 3858, 861, 6845, 7041, 7113]	[6970, 6928, 3868, 3872, 2430, 1246, 6969, 3379, 3859, 7235, 3862, 3864, 3860, 4773, 8011, 615, 3871, 3861, 3863, 6849, 4070, 3869, 1231, 2040, 3858, 6987, 6599, 3265]
3874	0	[740, 7466, 4059, 4183, 7442, 7330, 1522, 5594, 7334, 7335, 2433, 6465, 5934, 6480, 2267, 3342, 7340, 6627, 5598, 6244, 95, 2028, 3873, 4796, 3601]	[2265, 7443, 6244, 95, 2028, 7330, 1714, 5934]
3877	0	[468, 702, 5086, 3875, 4059, 8199, 3972, 6528, 3974, 1096, 5547, 8136, 508, 7551, 1894, 3636, 1681, 5572, 1873, 3580, 5095, 905, 2112, 3062, 1884, 2641, 3456, 569, 3483, 1548, 5576, 499, 1296, 3690, 1219, 4673, 1606, 1091, 6095, 1895, 5403, 963, 6084, 3822, 544, 1339, 4706, 2770]	[3681, 5086, 7926, 5403, 508, 8025, 3875, 8213, 1339, 4706, 3972, 3448, 5095, 4673, 4060, 4200]
3876	0	[]	[4094, 4717, 5247, 3721, 7142, 5940, 7405, 7604, 5122, 2088, 5649, 2708, 4917, 6843, 1952, 1949, 7229, 2079, 4983, 2590, 5053, 2643, 2763, 6100, 5734]
3878	0	[3612, 722, 8323, 2801, 3774, 6689, 2531, 4587, 8330, 780, 5015, 4127, 6436, 4215, 262, 6688, 2226, 6496, 6506, 7161, 7631]	[2441, 7161, 5015, 3045, 8345, 241, 2435, 4587]
3872	0	[6970, 6928, 6833, 3868, 7215, 845, 3379, 7235, 3862, 7295, 3864, 3860, 2847, 8011, 2839, 2155, 3871, 8372, 3861, 591, 3863, 6849, 3157, 4070, 6843, 3869, 5588, 1949, 2040, 3858, 6874, 7630, 6845, 4983, 3870, 5440, 335, 414]	[6970, 5086, 6928, 3868, 6969, 3379, 3862, 3864, 3860, 8011, 615, 3871, 3861, 3863, 6849, 3157, 4070, 3869, 3013, 2427, 2040, 617, 3867, 3858, 3870]
3879	0	[2477, 702, 2139, 2391, 4059, 1082, 3821, 2467, 2779, 3820, 3818, 3968, 6689, 6239, 65, 5057, 1417, 1293, 3823, 3580, 1995, 3608, 1542, 1842, 3817, 2456, 4128, 4916, 350, 3824, 1828, 3819, 6129, 703, 1385, 2578, 1826, 3690, 282, 4732, 3084, 3881, 2784, 2217, 6688, 2382, 1539, 5016, 3816, 788, 6031, 7161, 6238, 3822, 7757, 4124, 5604, 7631]	[1916, 6857, 2139, 3821, 4172, 4019, 3820, 3818, 1417, 239, 3823, 3817, 3824, 3819, 2784, 3881, 3816, 3822, 283, 7631]
3880	0	[2786, 4264, 5189, 3235, 8426, 2903, 6740, 6994, 5434, 8321, 7580, 5226, 8127, 8138, 3488, 4838, 4693, 1230, 5409, 3802, 2531, 2901, 734, 6591, 7801, 1229, 8330, 2764, 4967, 4916, 4296, 4834, 3480, 6652, 181, 2673, 194, 711, 3084, 720, 2900, 3762, 7701, 6988, 4075, 6679, 4802, 6230, 5666, 7757, 6045, 2397, 8322]	[1415, 8426, 7580, 8127, 2766, 3488, 8326, 4849, 2531, 6591, 2901, 1229, 7801, 8330, 3480, 6652, 7463, 3762, 5162, 6045, 2397]
3883	0	[7902, 8219, 3882, 4848, 6161, 4517, 5169, 7160, 51, 4571]	[4890, 7902, 8219, 2385, 3882, 4548, 5504, 4848, 6161, 5168, 7906, 7160, 51, 4571]
3881	0	[3816, 3818, 3553, 488, 3819, 4121, 4171, 3822, 3879, 3690, 6998, 3823, 2400, 3817, 4150]	[3816, 3818, 7889, 2139, 3819, 3822, 3879, 3825, 239, 3823, 3817, 4019]
